Unnamed: 0,reviewerName,overall,reviewText,reviewTime,day_diff,helpful_yes,helpful_no,total_vote,score_pos_neg_diff,score_average_rating,wilson_lower_bound,review_length
1363,DJ Sterks,5.0,great speeds and reliable so no complaints here has lasted a few months now in my smartphone which is longer than some other knockoff brands that i have received,,246,0,0,0,0,0.0,0.0,161
1364,"DK ""Coach""",5.0,works great more than i can say for the gopro i do pull it out an put it into my computer using that little sd adapter way quicker to pull  gb that way i don t know why,,624,0,0,0,0,0.0,0.0,168
1365,DKDC,1.0,spent over  and the thing came fast and didn t work neither my computer nor my phone could read it or format it i have had plenty of memory cards so i know to unmount it with software odds are yours will be fine mine sucked,,815,2,2,4,0,0.5,0.1500389891521494,223
1366,D. Kent,5.0,i ve heard horror stories about other models but this one is good and it really makes life easier and allows for plenty of storage,,157,0,0,0,0,0.0,0.0,130
1367,"DKH ""dhom81""",5.0,i had wanted to get the most i can out of my hero at the time i got my hero this was the recommended card but there were many problems with people having issues with it since then gopro has endorsed other card and from what i understand changed the firmware to prevent problems the problems is only with the gb version from what i read the gb and lower versions are ok,,247,0,0,0,0,0.0,0.0,368
1368,"D. Kronstadt ""kronhead""",5.0,only had it a few days but so far it seems to work fine one thing to be aware of the adapter came with the little slider switch in write protect mode i could not write on the memory card from my laptop because of that and almost embarrassed myself by asking sandisk for support the i realized what the problem was i give  of the blame to sandisk since the slider has no visual indication at all a little dab of white ink would gave helped but mostly it was me anyway just be aware of this if you use the adapter,,258,1,0,1,1,1.0,0.2065493143772374,511
1369,DKS,5.0,sandisk is a very reputable company and this class microsdhc card is quick i use it in my galaxy s and it records video and photos without skipping a beat,,497,0,0,0,0,0.0,0.0,154
1370,DK the DJ,5.0,working perfectly so far fit my zeepad android exactly is running great i recommend this  gb card for any android or similar device needing additional recording space,,372,0,0,0,0,0.0,0.0,166
1371,Dlaindy,4.0,purchased to add to the memory for my windows   tablet dell venue pro and it works like a charm also i shopped aroundand it was the best price i found,,285,0,0,0,0,0.0,0.0,150
1372,"DLDC ""DLD-C""",5.0,got this for my galaxy note i didn t want pay triple the price in the att store so i bought here instead,,556,1,0,1,1,1.0,0.2065493143772374,104
1373,"DLH ""D""",5.0,works great with a dell venue  pro,,154,0,0,0,0,0.0,0.0,34
1374,DLN,5.0,haven t been using very long but so far it s working great,,304,0,0,0,0,0.0,0.0,58
1375,DLU,5.0,cameras are getting smaller and smaller at the same time their resolution is getting better and better in order to take full advantage of your pixels your files get larger and larger ultimately rendering small sized picture cards less handy most cameras now let you take a mini movie which also eats up space quite quickly this sandisk card gives you the ability to store considerably more information in a neat small footprint if you do want to go with this card make sure it is compatible with your equipment not every camera takes every card so you have to do some due diligence,,374,0,0,0,0,0.0,0.0,581
1376,D. L. Veator,5.0,this product provides me with a stable and compatible storage augmentation for my android tablet a true asset to my needs,,651,0,0,0,0,0.0,0.0,121
1377,Dmesh,5.0,never used a micro sd card before theyre a lot smaller than i thought smaller than my finger nail i wrote  songs to it from my laptop in about a minute wrote a mb movie in under  minutes glad i bought the class  card the agptek  tablet reads from it instantly with no loading the mobilemate microsd usb reader works well with it,,681,0,0,0,0,0.0,0.0,328
1378,"D. M. Farmbrough ""Dave Farmbrough""",5.0,a very cheap way of expanding memory on your phone i have bought this because of the  mp camera on my phone which means that memory gets used up quickly this is also a good quality card i usually find sandisk products last at least a year before breaking and even longer if you keep them in the device,,666,0,0,0,0,0.0,0.0,301
1379,"DMFN ""DMFN""",1.0,i guess i should be happy it failed after only  month because i only lost  month s worth of pictures etc i bought  of these cards for my wife son and i my wife s had a minor glitch which went away with a reboot mine had a minor glitch this morning so i expected the reboot to fix it no a reboot caused my motorola defy xt to tell me the card was blank and needed to be formatted my laptop won t even recognize the card when i put the card in it s reader after a couple hours of looking for a way to fix it i have only found that this is very common for this specific card edit i was very happy with sandisk after calling them they did say there are compatibility issues with class  cards and some of the android phones and verified my phone is one of them they offered free replacement with a card that would be certain not to have the same issue mine just had and also to attempt recovery of my items from the card these are the reasons we buy sandisk in the first place they did recommend a class  or lower card to me for this phone i am leaving this as a  star because people should be aware of compatibility issues this severe nd edit as of march  this replacement card that wasn t going to be susceptible to the same type of failure is losing apps etc i am giving this card up it has taken my phone and turned it into a device i cannot count on,,684,1,0,1,1,1.0,0.2065493143772374,1349
1380,"DMGenest | ""Genet""",5.0,i purchased this ultra microsdhc class  card for my media player i wanted to replace my gb cardwith this one so i could store more music i like to have a wide range of music to pick from when i amon vacation or traveling on an airplane long distances i think i may have bought too much this card is advertised as water proof temperature proof x ray proof and shock proof i will have totake their word for it i am not going to test it just for fun i put the gb microsdhc disc mb s read speed into its provided adapter and used itin my cheapo cheapo toshiba camileo hd movie camera even at the full high definition resolution ofp fps this disc performed very well no stuttering no missed frames and all this under low lightconditions nice very nice those are big files at full hd resolution read on this card is ush  enabled which means it is the fastest card available allegedly and should reachup to a bus interface speed of  mb s if the electronic device you are using requires it of courseif your card reader or device does not support that speed you will be transferring data at your usualspeed sort of like saying it is backward compatible but don t expect blazing speeds you can feeddata through only so fast transferring raw photos and a full hd digital film can take a lot of time to transfer those are hugefiles to transfer so the ush i enabled disc is perfect for that purpose they are working on ush iiwhich is supposed to allow up to mb s transfers talk about instant gratification we are aboutthere here is a guide by the sd association with regard to class ratings and video applications class  for sd video recording class  and  for high definition video hd to full hd video recording class  for full hd video recording and consecutive recording of hd stills uhs speed grade  for real time broadcasts and large hd video files uhs speed grade  for k video files ush i overkill for a media player probably but for the price it was a terrific deal to get a class ush  enabled card and have the flexibility to use it in a variety of my electronic devices hmm onsecond thought i may just keep this card for the movie camera and get another slower one for mymedia player as usual i have had no problems with this card works well in or out of the adapter and seems verytough in it s construction  stars for this little power house of a micro card,,392,0,0,0,0,0.0,0.0,2353
1381,DM,5.0,works as expected and it was fast i am hoping this survived being attached to the item it was bought for as it has met its end flying into a concrete wall the android tablet it was attached to was suicidal oh well would recommend to anyone have fun,,449,0,0,0,0,0.0,0.0,248
1382,Dmitry,1.0,atto speed rating  mb sec write and  mb sec read that barely makes it class  not class  as advertised this is second time i have to return a slow card i hope negative reviews will help bring attention to the widespread problem,,443,0,0,0,0,0.0,0.0,226
1383,DMK,5.0,in conjunction with the meenova adapter and nexus media importer i make use of this for extra storage of media files music audiobooks and movies for my two nexus models i removed it from the package copied a video file from my laptop and played it on my nexus without any problems or delay,,346,0,0,0,0,0.0,0.0,289
1384,dml,5.0,arrived on time and was exactly as stated a good value for the amount of storage will be filling it up with music,,848,0,0,0,0,0.0,0.0,113
1385,"D M Pax ""Kahuna""",4.0,sandisk is simply one of the best sdhc microsdhc memory card manufacturer s that i have used for a number of years i have experienced zero failures and they are reusable over and over also their adapters are quite handy to carry when traveling or at the studio would like to see sdhc cards in the  to  terabtye in the near future,,379,0,0,0,0,0.0,0.0,329
1386,Dmtri,5.0,works just fine thia card being so big will slow down your phone a little bit but works fine for me,,465,0,0,0,0,0.0,0.0,99
1387,DNA Dave,5.0,love this card wanted one but the retail prices were just too much found it here at a fair price and have been using it ever since the first day it arrived great buy if you need this one,,360,0,0,0,0,0.0,0.0,186
1388,D. nguyen,4.0,this is the sdxc so it also required new reader that can read sdxc if you want to read in the computermost laptop since  support this model however the older laptops sd slot cannot read this cardit is safe to buy a sdxc usb reader,,666,0,0,0,0,0.0,0.0,230
1389,DN,3.0,the card seemed to work well in most devices that i tried it in but in a samsung galaxy s it would continue to unmount and mount over over on the phone a known issue on the galaxy s forums due to a possibly bad batch of them i tried to reformat the card in the phone and from a pc computer but that didn t help finally i just called sandisk and they had to rma the card which took about  weeks from start to finish when i had the new card in my hand the new  gb card from sandisk looks slightly different but still has gray red on it however it now works great in the galaxy s and hasn t had any unmounting issues now for the past  weeks good card for pretty much everything else except in the new samsung galaxy s phones,,480,0,0,0,0,0.0,0.0,721
1390,DNM1000,5.0,worked like it is suppose to on my galaxy s with this memory card now i have over  gb of storage,,713,0,0,0,0,0.0,0.0,96
1391,D. Noonan,5.0,i bought this microsd card to expand the storage on my surface pro it works seamlessly and is easy to swap out definitely a worthwhile purchase,,394,0,0,0,0,0.0,0.0,143
1392,Do42,5.0,fast card with the highest capacity you can currently buy in a microsd format it s probably the fastest microsd of this size also,,715,0,0,0,0,0.0,0.0,129
1393,Doc_Adkins,5.0,works in devices that say  gig max put one in my casio   mega pixelcamera and it says i can take  pictures,,463,0,0,0,0,0.0,0.0,106
1394,Doctor_G,5.0,this memory card works well will my gopro it records the video without any stuttering and sputtering i recommend this and will buy more,,67,0,0,0,0,0.0,0.0,135
1395,DodgeD,5.0,this is good item it works well on my phone and i intend to buy more later so i highly recommend this type,,574,0,0,0,0,0.0,0.0,106
1396,dog,5.0,bought this micro memory card for my smart phone so i could take long videos on phone it working ok,,192,0,1,1,-1,0.0,0.0,99
1397,DogLovingFool,5.0,holds stuff and if you need anything further for a review then i am sorry if you dont know that this is a memory card and hold stuff then i would recommend checking out something by fisher price,,459,0,0,0,0,0.0,0.0,194
1398,Dog Mom,5.0,my granddaughter s phone was slowing down she had a gb memory card in it and no room for any more photos she transferred all  photos to this gb card and has room for many more love making her happy,,192,0,0,0,0,0.0,0.0,197
1399,"Doitallbetter ""Build it  better""",5.0,my young kids all filled their tablets with games and needed some space these worked just fine i like sandisk i would buy stock in their company but i am not a gambling man good ratings on the transfer speed too might i add with it being a class,,277,0,0,0,0,0.0,0.0,245
1400,Doitrightstein,5.0,most people know that sandisk is the best price is more than competitive for the performance works fine in my lg phone,,406,0,0,0,0,0.0,0.0,118
1401,dom,5.0,perfect price for the gb and class  i used these in my raspberry pi s they seem to be very fast access and not bogged down,,441,0,0,0,0,0.0,0.0,122
1402,Dominic A. Reina,5.0,i bought this for my galaxy s you need to reformat it to fat kb cluster size to fully take advantage of it in the phone but once you do it works great i copied everything from my ipod about gb to it and now i can stop carrying  devices around,,365,0,1,1,-1,0.0,0.0,242
1403,Dominic Conner,5.0,my wife s new galaxy s ran out of storage space as we were moving her music library to the phone ordered two of these one for her phone and one for mine installed them in a couple of minutes and they were immediately recognized by the phone it couldn t have been easier,,972,0,0,0,0,0.0,0.0,269
1404,"Donald A. Morgan ""Canonkid1966""",5.0,this company is as about as good as amazon they offer a great product great customer service at a fair price they just work well together dont sweat it just buy it its a no brain er,,170,0,0,0,0,0.0,0.0,181
1405,"Donald A. P. Bergler ""dbergler""",2.0,i bought  of these units yes at amazon sandisk ultra  gb microsdhc class  uhs  memory card mb s with adapter sdsdqua g ua for  samsung galaxy siii and one samsung note  and found that one in the sgiii has stopped working i tried everything in a computer in different adapters dead is dead since the other three are used by non techno people i am not sure if they are still working or not when i contacted sandisk they gave me test instructions which of course all failed the tests to return i have to pay for shipping that must be tracked this will cost around  for a  item i ignored this and shipped with a regular mail i should not expect anything back but who knows for  more i have another unit and i can tell you it will not be a sandisk ultra oh well the average price for the  remaining units will then be   more than the purchase price if i get a replacement i will update this message update i got an e mail from sandisk to advise me that they did receive the item and it is being processed shipping without tracking cost me   vs  at least i have to give their customer service or return department credit for being honest too bad the memory cards have problems as sandisk had an excellent name for providing good quality products maybe i should give this another   star but there no such thing,,368,1,1,2,0,0.5,0.0945312057342307,1303
1406,Donald E. Banka,5.0,i have never had a san disk failure in  different camera s i use from gopro s to a canon d that are great memory cards,,709,1,0,1,1,1.0,0.2065493143772374,118
1407,Donald Holmes,5.0,does exactly what it s designed to do i m looking forward to transferring it from the phone to my new camera on an as needed basis,,586,0,0,0,0,0.0,0.0,130
1408,Donald Key,5.0,it is as advertised is in my tab at the moment and have it about  full with no problems,,35,0,0,0,0,0.0,0.0,87
1409,Donald Simms,5.0,love it in my new samsung galaxy s phone,,154,0,0,0,0,0.0,0.0,40
1410,don bovitz,5.0,these micro cards are of the highest quality and you cant beat the price ive looked at all the stores and noone beats this price,,487,0,0,0,0,0.0,0.0,128
1411,Don Cook,5.0,works great in my gopro camera no dropped frames so far arrived on time good price would recommend this item,,650,0,0,0,0,0.0,0.0,108
1412,"Don ""Don Eitner""",5.0,it s hard to believe they can cram gigs of memory into a device this tiny and also get good speed out of file transfers to and from it it s a good thing it comes with an adapter for larger size devices i recommend keeping it in that adapter at all times unless it s inside something like a cell phone which only takes the microsd size it s way too easy to lose something this small i hate the industry s mad rush to make everything smaller and smaller with no regard to usability anyway the memory card is great outside of that and since my phone does take microsd i just keep it plugged in at all times and don t have to worry about it,,676,0,0,0,0,0.0,0.0,636
1413,Doneta Moore,5.0,it does what it is made to do it is hard to believe so much memory can be stored in such a small chip,,657,0,0,0,0,0.0,0.0,101
1414,Donna Behm,5.0,i m using this in a gps system i ve found that they eventually run out of space and can no longer be updated until you insert a micro sd card so i got it ahead of time in order to avoid that moment of panic when it arrives,,544,0,0,0,0,0.0,0.0,222
1415,DONNA COOPER,5.0,am using this as additional storage on my new surface pro works great and seems fast enough for my needs,,579,0,0,0,0,0.0,0.0,104
1416,Donna Deems,5.0,it s a memory card what can you say it was a good value and has held up its end of the deal,,386,0,0,0,0,0.0,0.0,91
1417,Don N.,5.0,i am using this in a samsung series  developer build tablet to expand its hard drive capacity only comes with gb ssd it has worked great so far and i have been able to install and run software from this sdhc,,316,0,0,0,0,0.0,0.0,207
1418,Don Strong,5.0,i have only filled this one time and that was over  pictures  and  videos to boot this holds plenty of pictures,,566,0,0,0,0,0.0,0.0,111
1419,dorian,5.0,using it in my htc inspire and so far no problems had to format it though the card is fast and works really well i m considering buying one for my tablet,,664,0,0,0,0,0.0,0.0,153
1420,Doru Nica,5.0,works good with nokia lumia  has plenty of space for music pictures and especially for movies at high resolution,,305,0,0,0,0,0.0,0.0,112
1421,doubleeagle,4.0,just dropped right into the phone with no proble disk works great and give me plenty of room for storage,,629,0,0,0,0,0.0,0.0,104
1422,Doug Adam Jr.,5.0,as usual sandisk does not disappoint the speed is incredible as is the price although you can get a variety of different manufacturers none are as reliable as this one,,471,0,0,0,0,0.0,0.0,167
1423,Doug,5.0,works works perfectly super cheap what s not to love there are tons of choices and this really does very well at transfer speeds and doubles or more your portable space couldn t be happier,,407,0,0,0,0,0.0,0.0,188
1424,Doug,5.0,work well with my android phone and came at a good price no problems whatsoever i would highly recommend these to anyone,,579,0,0,0,0,0.0,0.0,120
1425,Douglas Johnston,5.0,great for hd video or high definition cameras or long term time lapse photography projects very pleased and would recommend it to others,,189,0,0,0,0,0.0,0.0,136
1426,Douglas P.,5.0,these sandisk ultra microsdhc class  cards work great in my samsung galaxy note  tablet and my samsung galaxy s phones i ve also used them in non smart phones and they work just as well fast write read speeds are highly recommended to get the best experience from your gadgets and devices especially when taking pictures videos viewing editing them opening editing files etc sandisk has come a long way in terms of quality and performance and i would not hesitate to buy more of their cards,,565,0,0,0,0,0.0,0.0,490
1427,"Doug Scott ""GRI, Realtor""",5.0,for its size this little disk is absolutely amazing it does everything as advertised and then some i will buy more of these disks,,191,0,0,0,0,0.0,0.0,129
1428,Doug See,5.0,i bought  of these one for my phone and the opther for my tablet you cannever have enough memory,,155,0,0,0,0,0.0,0.0,96
1429,"D. POWERS ""Scoutmapper""",5.0,great value and works perfectly,,165,0,0,0,0,0.0,0.0,31
1430,dragon,5.0,sd is always reliable and top of the line quality i will always buy sd and none other great buy,,611,0,0,0,0,0.0,0.0,95
1431,Dragontron11,5.0,im using this on my htc inspire g works well copies extremely fast and no lag on video camera app worked right out of the box when installed in my htc and can now enjoy hd video instead of pixelated youtube quality sd card adapter works too no problems extremely recommend for such an affordable yet genuine micro sd card,,582,0,0,0,0,0.0,0.0,321
1432,Drake Johnson,5.0,still amazes me how small this hardware is with such a large amount of storage sandisk is a leader in solid state memory i am happy with the reliability and speed of this product and would recommend it to anyone p s the only issue i have with sandisk is the normally high price however i got this on sale so i am happy with what i paid,,714,0,0,0,0,0.0,0.0,335
1433,DRATER,5.0,i bought this sandisk ultra gb micro sd class  card for my gopro hero  camera it is able to store all my p hd video as well as  second time lapse still photos i ve never had a sandisk memory card fail on me this is a quality product,,324,0,0,0,0,0.0,0.0,232
1434,DrBill,5.0,works great in the go pro too big for my pc to recognize it in the adapter though with windows xp have not tried  yet,,348,0,0,0,0,0.0,0.0,117
1435,Dr. Conspiracy,5.0,there s not a lot one can say about a micro sd card this one has this cool red stripe on it it s class  making it fast it works nuff said my application was for mounting in a microsoft surface rt tablet i encrypted it with bitlocker to be safe no problems,,359,0,0,0,0,0.0,0.0,255
1436,"Dr. Curmudgeon ""Doctor of misanthropy""",4.0,start at four stars plus one star because it s finally a gb sd card i have been longing for this for quite some time minus one star because its performance is spotty i ve been using one in a surface pro for a couple months now and while the write speeds will peak at a sustained mb sec it often slows to  or  even in the middle of a large file copy i assume that s due to typical flash memory erase cycles or something but i can t imagine it would be at all reliable for recording video to in your phone in the end i like it well enough to get two but it s really only good for mass storage with low bandwidth requirements,,94,1,1,2,0,0.5,0.0945312057342307,622
1437,"DrD9494 ""Dr D""",4.0,it works in my note  smart phone i don t think there is much else you can say about it,,465,0,0,0,0,0.0,0.0,86
1438,Dr. Ed,5.0,bought this to add memory to a  gig samsung gallaxy  easy to install and was recognized right away by the phone without need to format note the sd to micro sd adapter that ships with it is a little tight when i mounted the memory card in the adapter it was tight and very hard to remove the first   times,,559,0,0,0,0,0.0,0.0,304
1439,Dre,5.0,this card works fine with my huawei my phone recognized it and loaded it with problems i m satisfied with this purchase,,454,0,0,0,0,0.0,0.0,119
1440,Drew Davis,5.0,i m using this on my gopro i find that my new issue is not filling up the memory but running out of battery thanks again,,326,0,0,0,0,0.0,0.0,120
1441,"drewzhrodague ""http://www.zhrodague.net""",5.0,this worked great in my samsung galaxy s plenty of storage for photos video and i m not sure what else to use it for yet,,580,0,0,0,0,0.0,0.0,120
1442,Dr Julian,4.0,it is ok for the price but occasionally it has to be removed and reinserted or the device reports  no card installed  i think the contacts on these are a little flaky,,156,0,0,0,0,0.0,0.0,166
1443,"Dr. M. A. Dixon ""hyper-observant""",5.0,i just popped this in mysamsung galaxy s iii s gt i factory unlocked phone international version pebble blue and it works great i did not have to format or it or anything,,738,0,0,0,0,0.0,0.0,170
1444,"D. R. Norris ""Cowgirl n Indian""",5.0,why worry about the packaging this was the best i could find at the time for a name brand class  micro sdhc card came with basic packaging and a full sd card to adapt which is what i needed works great speed tests show excellent speed for video recording,,555,0,0,0,0,0.0,0.0,254
1445,"D. Roberts ""anoldhippy""",5.0,i have a lot of memory cards for a variety of digiral devices this is the smallest memory device i have ever owned and  gb of storage that s outrageous,,661,0,0,0,0,0.0,0.0,151
1446,droid owner,5.0,they wanted  for a gb micro sd at best buy i ve put movies music sql server databases and files on this card and everything is working great,,550,0,0,0,0,0.0,0.0,140
1447,Dromedary,5.0,i bought three of these for my android phones mortorola admiral and lg optimus elite easy installation and works as described,,676,0,0,0,0,0.0,0.0,125
1448,D. Ron,5.0,it s gb what more needs to be said i stuck it in my surface pro as additional storage space and it does just that no problems,,171,0,0,0,0,0.0,0.0,125
1449,Dr. Pep,2.0,with a usb   card reader crystaldiskmark shows blazing fast mb s read but disappointingly slow mb s write speed so you can pretty much forget about reliable p video recording update it is correct that write speed great than mb s is enough for p recording i need to clarify that the card is very slow when uhs  is not enabled the read write speeds drop to     mb s for devices that are a few years old such as canon ti which does not support uhs p recording may not be reliable this card is classified as class  it should support sustained write speed of at least mb s without uhs it fails my test as observed by other reviewers as well,,394,1,1,2,0,0.5,0.0945312057342307,635
1450,Dr.Poonchai Chitanuntavitaya,5.0,i have rip music from sacd and dsd to put on this microsd and it can playback smoothly on fiiox digital audio player no matter how big the file is,,353,0,0,0,0,0.0,0.0,146
1451,DrRadar,4.0,i bought these for my kids tablets and for their action cameras they work in those  devices some other devices seem to like the slower cards,,286,0,0,0,0,0.0,0.0,140
1453,drunaus1,5.0,a must for any device when u need extra space adapter allows easy transfer of info such as pictures music or documents,,582,0,0,0,0,0.0,0.0,118
1454,D. R. Ward,5.0,bought for android tablet the best part of android is adding these works great own  of these,,184,0,0,0,0,0.0,0.0,92
1455,DrXtian,5.0,well since  gb is not enought for me i purchased this one specifically for my samsung galaxy note  which by the way is far better than the iphone  i have both so i can compare and i am not trolling in any casethe sandisk gb works perfectly with the note  i transferred the original info from my previous  gb sdcard to this in a heart beat now i have movies music everything works great dont understand how people can rate it with a  product works as described,,752,1,0,1,1,1.0,0.2065493143772374,459
1456,Dr. XYZ,4.0,works great in my modern phone and tablet however i was unable to use it on my pc s sd card reader it appears the older card readers are not compatible with class  as both my new cards could not be written to without the operating system win reporting write errors i probably should blame the card reader but it never failed me until trying to write to this card,,359,0,0,0,0,0.0,0.0,362
1457,"D. Schmidek ""psifry""",5.0,card runs great in my note  not sure how it compares to other ones in benchmark tests now but there weren t that many options available to me at the time i bought it love having  gig s of storage on my phone,,587,0,0,0,0,0.0,0.0,207
1458,"D. Schultz ""magic motorsports""",5.0,i purchased this item to expand my samsung galaxy tab   memory and it fit well and is what i wanted i would recommend this item,,259,0,0,0,0,0.0,0.0,127
1459,"DS ""DS""",5.0,i bought this product in order to use with my dell venue  pro tablet it works as advertised and allows files to be stored on this memory instead of tablets memory i re formatted it to use ntfs mode and have not noticed any problems ds,,341,0,0,0,0,0.0,0.0,234
1460,D. Sherlock,5.0,with the onboard memory plus this expansion card my android tablet has more memory than my ipad can i tell if the fast memory is really fast no not really it seems to be compatible with my samsung galaxy note   no error messages so i guess life is good,,708,0,0,0,0,0.0,0.0,252
1461,DSh,5.0,by default it s formatted in exfat so don t expect your devices will recognize it if they don t support this system the ms standard allows only  gb for fat but who cares there are free tools to format all  as fat i personally used linux and got it done in couple minutes it was recognized by samsung tablet note   right away i will definitely buy one more for my other devices one point to the people complaining about the speed both your device and adapter should support the speeds over  mb s if you try to use test this card using usb then don t complain you got what you wanted,,943,2,0,2,2,1.0,0.3423802275066531,581
1462,D. Silla,5.0,i bought this to create a bootable sd card so that my nook hd could run pure android instead of the native nook os it works beautifully,,158,0,0,0,0,0.0,0.0,135
1463,"D. Smith ""my 2 cents""",5.0,very satisfying purchase needed to increase the storage capacity of my core i samsung series  slate pc which was em equipped lwith a gb ssd this gb memory card fit the bill perfectly did my research cconfirmed a micro sdxc card and gb capacity can work in the memory card slot of my windows  pro slate device purchased the memory card at a very attractive price amazon was offering a daily deal at the same time period i needed the product memory card arrived without delay packaging was very siimple worry free for real plugged sd card in my slate pc card slot formatted card to exfat vs ntfs after more research and i was ready to go transferred my photos and music from ssd to the sd card freed up valuable ssd real estate for os use and my slate pc is again humming with lot more ssd space available plays back music video photo slideshows smoothly from the card delivers on function very satisfied with purchase and highly recommended  stars no hesitation,,461,0,0,0,0,0.0,0.0,960
1464,D Stabler,5.0,a good size and good price for a small camera or phone that takes micro sd memory this is fast but not hyped as aiiiigh super speedy because it doesn t need to be it s good for all the standard usages of your average consumer photos ringtones games lightweight video etc,,321,0,0,0,0,0.0,0.0,270
1465,D. Stein,4.0,i for one have not bought into google s or anybody else s idea that streaming everything is so great with all the regressive data caps and sketchy throughput i never want to rely on something being available to me online much better to have it local and with this new card i can finally pack all of my music gb all of my photos dozens of reference ebooks and a few videos to boot and still i have around gb free as breathing room for my podcatcher the only real bummer with this card is the speed just as i got acclimated to sandisk s gb extreme plus level of speed going back to ordinary class  speed that this card has is a little painful luckily playing music or even playing videos doesn t oversaturate the read performance what will trip you up however is doing a straightforward copy or move operation while you re listening to something this card does not seem to handle multiple simultaneous operations without something going awry so long as you understand it s limitations and you can live with them the enormous amount of storage you can pack into your phone or tablet is very welcome so far i ve used one of these in a samsung galaxy note  n lg g pad and a sony xperia z compact all with success,,238,7,0,7,7,1.0,0.6456695649333126,1207
1466,"D. T. Harker ""Dan""",5.0,do you have different devices that require either regular or micro cards have you ever forgotten to bring one no worries if you have an adapter like this to get both the micro card and the adapter for one low price is fantastic if you don t get one you have no one to blame but yourself,,344,0,0,0,0,0.0,0.0,286
1467,D. Thomas,5.0,what more can be said it s a great card with plenty of storage space to handle or expand your tablet camera or video cameras needs with the included sd card adapter the micro card can be read in any sd card reader writer it is initially formatted in some format that my windows  pro ms surface pro could read or see but from another laptop using the sd adapter i was able to reformat it and make it usable for the surface pro great card for a great price,,591,0,0,0,0,0.0,0.0,454
1468,dtsm,5.0,perfect match for my otg device and moto g solid speed in transfer and play holds all my music and video leaving storage for apps on my phone,,266,0,0,0,0,0.0,0.0,141
1469,Duane G. Jacobs,5.0,does the job this item is available almost anywhere but amazon had it for the lowest price my girlfriend needed an upgrade for her smartphone and this memory card works quite well she has tested it by shooting some sample videos and they came out very clear she said there is plenty of room for apps games photos and of course videos i highly recommend this all who need it,,147,0,0,0,0,0.0,0.0,373
1470,Duane L.,5.0,this card has plenty of space and is very fast it comes with an adapter which turns it into a normal sd card convenient for dropping into the computer to offload data,,427,0,0,0,0,0.0,0.0,166
1471,"Dustin Adams ""Vacuum Artist""",5.0,i knew buying sandisk i would get a great sd card and its super fast i really like it in my phone if you need a micro sd card this one will perform great and not let you down,,652,0,0,0,0,0.0,0.0,174
1472,Dustin D,4.0,i use this in my samsung galaxy siii and it has been great there have been a few instances when the card was not recognized but simply rebooting the phone fixed the problem i am unsure whether this is a samsung issue probably or a sandisk issue but it has only happened  to  times over the course of a year and a half overall the write speeds are fast enough that you can record p video directly to the card which is exactly what i wanted it for it does come with a full size sd card enclosure allowing you to use this in devices that require that type of memory card recommended,,295,0,0,0,0,0.0,0.0,579
1473,Dustin,5.0,always the worry that an sd card is a fake even at retail stores but no issues here and the price is great,,169,0,0,0,0,0.0,0.0,106
1474,Dustin H,5.0,i ve had the sd card for over  months and use it in my galaxy s it has never had any issues it transfers data pretty quickly and gb is a good amount of space great price too,,129,0,0,0,0,0.0,0.0,173
1475,dustin owen,5.0,it s a memory card it holds info gigs can t say more lower cost would be good but it works just as it should,,565,0,0,0,0,0.0,0.0,108
1476,Dustin W. Scott,5.0,i have been using the same old gb card since i had a motorola slvr i figured it was time to upgrade i m glad i did the speed of the class  is a major difference in my smartphone from taking pictures faster with less lag in between shots to shuffling through my music without a delay highly recommend to anyone looking to upgrade with that being said beware of fakes i originally purchased one off of ebay not paying attention to its location it came shipped directly from china it was doa luckily i managed to get refunded through paypal didn t have that issue through amazon though,,658,0,0,0,0,0.0,0.0,582
1477,Dusty Pulver,4.0,haven t used it yet it s my first encounter with a micro appears to be a quality product though instructions for using the adapter would be welcomed good cost and fulfillment expecting it to function as advertised based on sandisk s track record at our house,,353,0,0,0,0,0.0,0.0,258
1478,dvelosky,5.0,i bought this card as a music expansion for my samsung s and it handles that task deftly i don t know how it would work in an intense need of speed environment but it s perfect for my purposes,,316,0,0,0,0,0.0,0.0,192
1479,D. W.,1.0,if this was any more worthless it would have a retched stench this card has completely turned me away from ever trusting another sandisk product again i would only use this in the future to keep corrupt mis information to frustrate anyone attempting to acquire any of my data i have reformatted it   times in full using various allocation sizes and operating systems it only functions under windows it randomly works in my mobile devices now i m left to decide if i want to bother researching this to better understand the problem in the future or simply purchase another card from a more reliable manufacturer hello kingston,,669,1,2,3,-1,0.3333333333333333,0.0614919447203962,625
1480,Dwight T. Still,5.0,works as expected i suspect this is why so many people trust sandisk i hope they stick with maintaining the integrity their products have earned i often pay a little more from sandisk but i have never been disappointed with their products as i have others like adata in fairness to adata who failed to make good on any of the several defective products i purchased from them i have never had to test sandisk s warranty as i ve never had a failure perhaps their product support is just as bad as adata s but i ve never had the opportunity to test it,,570,1,0,1,1,1.0,0.2065493143772374,548
1481,D. Williams,5.0,solid performance and great transfer speeds enough said i strongly recommend this card just for being a class  and at a bargain price,,37,0,0,0,0,0.0,0.0,133
1482,"DWinston ""DWinston33""",5.0,this is a great buy high quality and tons of space for any meaty music collection or couple it with videos and pics aas well can store roughly  movies on this little microsd card tons of music highly recommend this,,607,0,0,0,0,0.0,0.0,214
